"gamma.b","Jun","Sep","Oct","Nov","spline.1","spline.2","spline.3","spline.4","spline.5"
0.367946904049751,-0.0592767845235569,-0.0397957806009979,-0.324350349668368,-0.243820721260217,-0.105970188347163,0.502045799783363,0.553386513200569,-0.216059809294533,1.63175010155005
0.367946904049751,-0.10441959168313,0.0218279398046254,-0.324350349668368,-0.243820721260217,-0.587878321926581,0.587520742454497,0.526617258331719,-0.216059809294533,1.72844835578048
0.367946904049751,-0.10441959168313,0.284653436369245,-0.324350349668368,-0.201617810013649,-0.206718104100327,0.587520742454497,0.534954464026707,-0.0945358670782337,-1.13833361808161
0.367946904049751,-0.10441959168313,0.13356209411284,-0.341228354273318,-0.550914680818041,-1.72408599529928,0.621753027211806,0.572268368733096,0.0251481820130681,-0.460130482841719
0.367946904049751,-0.141615101704541,0.141211471962725,-0.341228354273318,-0.58228822019877,-0.548117112345535,0.621753027211806,0.560368406084347,0.158987882081415,-1.57395051603622
0.367946904049751,-0.141615101704541,0.141211471962725,-0.346568366738922,-0.766600270057042,-0.0625059558083371,0.5402090735649,0.560368406084347,0.170028397860001,0.590004056203674
0.367946904049751,-0.153713843794706,0.227720233984274,-0.346568366738922,-0.672500925185104,-0.245610956522177,0.477202295992455,0.584492575946244,-0.153203517850492,-0.0463683995413297
0.345924874455233,-0.123669359469953,0.227720233984274,-0.32082271512407,-0.657690480607507,0.729153926390682,0.477202295992455,0.598073490370045,-0.150058924290356,0.691552589764383
0.345924874455233,-0.146067769578825,0.0164871634915291,-0.321056502445555,0.00702450443064695,-0.432618360780652,0.521525596795535,0.608320496241542,-0.17756353116129,0.481449516071503
0.340741922556918,-0.146067769578825,-0.0137303365161822,-0.324031718883618,-0.365310353808981,-0.157767537702347,0.552971064337461,0.619830140016022,0.0561726920539473,0.481449516071503
0.340741922556918,-0.146067769578825,-0.00833219233902105,-0.336269758635155,-0.363890853663852,-0.262893439154613,0.552971064337461,0.619830140016022,0.058315617358308,-0.0647507961135986
0.340741922556918,-0.168663797443899,-0.00939406072722682,-0.336269758635155,-0.379401854798143,-0.751395584061283,0.560580484630471,0.619830140016022,0.18659342967439,-1.16471928304477
0.340741922556918,-0.168663797443899,-0.00939406072722682,-0.336269758635155,-0.379401854798143,-0.632422419218819,0.447884450658156,0.693589421628023,-0.192172616813336,0.816043722443779
0.343771493122477,-0.168663797443899,0.147119178506528,-0.317172868194013,-0.0644359725759747,0.88986547491466,0.414292960884912,0.693589421628023,-0.272074252553288,0.816043722443779
0.358141429060635,-0.107995173577386,0.0453483586897894,-0.362936279334082,-0.0644359725759747,-1.12573059215258,0.436371254097602,0.693589421628023,-0.272074252553288,1.40336918577136
0.358141429060635,-0.107995173577386,0.0453483586897894,-0.362936279334082,-0.107350275036824,-0.598501721444081,0.436371254097602,0.694856513627785,-0.272074252553288,0.728859690554005
0.358141429060635,-0.114301995197478,0.0453483586897894,-0.340147817407689,-0.722097409353537,-1.63032348596073,0.354808399422026,0.694856513627785,-0.0580643205670681,0.897104248311867
0.358141429060635,-0.11855683455726,0.0453483586897894,-0.38089703879594,-0.572001352393945,-0.0293806218314057,0.420952343629605,0.641807984570953,-0.122668704227548,1.02914058440415
0.358141429060635,-0.11855683455726,0.121391675248724,-0.38089703879594,-0.23111048014829,0.242393512022209,0.404323967025547,0.665745413732695,-0.255801794026051,0.980451625446355
0.358141429060635,-0.11855683455726,-0.00860563078897011,-0.38089703879594,-0.213460675394108,-0.468075335515204,0.404323967025547,0.687971259314547,-0.0116148544708308,-0.706731359636845
0.358141429060635,-0.11855683455726,-0.0224946407834248,-0.38089703879594,-0.283668195269947,0.43152840256178,0.419805099573849,0.687971259314547,0.0123335601994727,0.409835089277974
0.358141429060635,-0.11855683455726,-0.0224946407834248,-0.38089703879594,-0.388162846211289,-0.00836825976195521,0.539280635063468,0.578703627419638,0.250860666530203,0.174798309896639
0.358141429060635,-0.11855683455726,-0.0224946407834248,-0.427346057647794,-0.270134139480014,-0.88907555593225,0.644720788384719,0.616778603997993,0.250860666530203,0.596292530396519
0.358141429060635,-0.11855683455726,-0.0675981946755381,-0.471696035440966,-0.256853771838304,-0.466401140345734,0.51366355867677,0.616778603997993,0.221818042150694,0.182798329159183
0.358141429060635,-0.11855683455726,-0.111010547378118,-0.465112268964714,-0.256853771838304,-1.08853833116638,0.532524260404451,0.616778603997993,0.270852153655137,0.315519801853722
0.337451750356268,-0.228244757778178,-0.148648396506924,-0.437406746244944,-0.31444026336534,-1.24391428802675,0.731929092124036,0.616778603997993,0.167769482242871,1.12728087541231
0.337451750356268,-0.228244757778178,0.100146498531085,-0.395749322108879,-0.264715966768508,-0.0554021516586729,0.654805564708939,0.616778603997993,0.0838140808977145,1.47715957411615
0.337451750356268,-0.1407071637783,0.0496942527126341,-0.395749322108879,-0.264715966768508,-0.845309438650039,0.526741616303032,0.616778603997993,0.000377771956841973,1.46562892077541
0.337451750356268,-0.107904966161753,0.160105877509323,-0.384536249440118,-0.498153733974267,0.321466572861644,0.538098510695552,0.611868223930689,-0.140717188874264,1.61140935863418
0.337451750356268,-0.107904966161753,0.0672576914774074,-0.384536249440118,-0.3807659541489,-0.77342264708179,0.538098510695552,0.663628637195545,-0.140717188874264,0.995703011332578
0.337451750356268,-0.101335930903609,-0.0151435143314482,-0.383178955798923,-0.281666173413341,0.563967176689292,0.347788907858474,0.715815179758685,-0.222037155181174,1.48466012561744
0.337451750356268,-0.111153377159665,-0.0265007862588571,-0.383178955798923,-0.37625190885732,-0.0142692266502511,0.336276540757088,0.715815179758685,-0.123383675399241,0.307246842841185
0.337451750356268,-0.108610654934476,-0.0265007862588571,-0.340781282813243,-0.33857966610225,-1.73751382359817,0.19960383855824,0.715815179758685,0.0213468170957599,0.621837624954559
0.360177539395664,-0.094914810368958,0.36666752677409,-0.330805576702534,-0.381834941869546,0.95855285651003,0.176102620424634,0.66468435871506,-0.0983658976620104,0.167337997025378
0.360177539395664,-0.0510361163971751,0.166870932793227,-0.324046134476504,-0.381834941869546,-1.36930745062466,0.298856101362897,0.66468435871506,-0.0518905272008893,0.648092939681873
0.364173049632956,-0.0116828106205716,0.169007832766492,-0.324046134476504,-0.381834941869546,-0.809027993027596,0.238854966187781,0.66468435871506,-0.284726686985236,0.19745051129771
