"seg.id","dist2rd","elev","ndvi","dt","id","date","lunar"
1,145.36555480957,103.594481452762,0.822609592647117,NA,"tm10",2015-01-25 15:03:00,0.325836245671555
1,175.248886108398,105.231228112658,0.832981950470085,NA,"tm10",2015-01-25 15:03:00,0.325836245671555
1,173.627777099609,104.47868246288,0.835344966079942,NA,"tm10",2015-01-25 15:03:00,0.325836245671555
1,203.578887939453,105.368791359665,0.850682014638631,1320,"tm10",2015-01-25 15:03:00,0.325836245671555
2,203.578887939453,105.368791359665,0.850682014638631,NA,"tm10",2015-01-25 15:25:00,0.325836245671555
2,233.521118164062,106,0.855697880479058,NA,"tm10",2015-01-25 15:25:00,0.325836245671555
2,263.452209472656,106,0.855937343802268,2640,"tm10",2015-01-25 15:25:00,0.325836245671555
3,263.452209472656,106,0.855937343802268,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,233.521118164062,106,0.855697880479058,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,235.048889160156,106.109383972799,0.858417321111846,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,205.154449462891,106.075262931456,0.852104467114181,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,206.726669311523,107.637773590779,0.852670140772874,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,177.607772827148,106.70360546572,0.837472449885243,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,147.738891601562,105.772686073898,0.828780250143446,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,147.984451293945,106.996953203993,0.837999740095573,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,120.584442138672,105.211259814901,0.83740936419634,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,110.830001831055,103.64373946508,0.843685702473549,NA,"tm10",2015-01-25 16:09:00,0.325836245671555
3,91.2611083984375,101.081815928729,0.83538391129291,14340,"tm10",2015-01-25 16:09:00,0.325836245671555
4,91.2611083984375,101.081815928729,0.83538391129291,NA,"tm10",2015-01-25 20:08:00,0.325836245671555
4,66.1611099243164,99.1186764885569,0.822676756386042,NA,"tm10",2015-01-25 20:08:00,0.325836245671555
4,56.3877792358398,97.6891316949872,0.831721829545342,NA,"tm10",2015-01-25 20:08:00,0.325836245671555
4,29.2755546569824,96.4272394376551,0.77770233854617,NA,"tm10",2015-01-25 20:08:00,0.325836245671555
4,16.5666675567627,96.6387294056826,0.728103395065267,2400,"tm10",2015-01-25 20:08:00,0.325836245671555
5,16.5666675567627,96.6387294056826,0.728103395065267,NA,"tm10",2015-01-25 20:48:00,0.325836245671555
5,29.2755546569824,96.4272394376551,0.77770233854617,NA,"tm10",2015-01-25 20:48:00,0.325836245671555
5,45.1300010681152,97.52011436169,0.808105901801189,94800,"tm10",2015-01-25 20:48:00,0.325836245671555
6,45.1300010681152,97.52011436169,0.808105901801189,NA,"tm10",2015-01-26 23:08:00,0.428734740671871
6,66.4577789306641,100.676965682965,0.82462859846887,NA,"tm10",2015-01-26 23:08:00,0.428734740671871
6,48.8655548095703,96.6961998917337,0.758537016808164,NA,"tm10",2015-01-26 23:08:00,0.428734740671871
6,74.5966644287109,100.434214753885,0.7994582426445,2280,"tm10",2015-01-26 23:08:00,0.428734740671871
7,74.5966644287109,100.434214753885,0.7994582426445,NA,"tm10",2015-01-26 23:46:00,0.428734740671871
7,90.4477767944336,103.662360165397,0.837384214962181,NA,"tm10",2015-01-26 23:46:00,0.428734740671871
7,108.592224121094,104.760510096395,0.845477851155201,NA,"tm10",2015-01-26 23:46:00,0.428734740671871
7,87.2577743530273,101.983934541757,0.845003075725948,NA,"tm10",2015-01-26 23:46:00,0.428734740671871
7,110.830001831055,103.64373946508,0.843685702473549,NA,"tm10",2015-01-26 23:46:00,0.428734740671871
7,120.584442138672,105.211259814901,0.83740936419634,64740,"tm10",2015-01-26 23:46:00,0.428734740671871
8,120.584442138672,105.211259814901,0.83740936419634,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,90.870002746582,101.471564239732,0.828338700615937,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,61.1599998474121,98.2895312625599,0.795745729229799,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,31.5955562591553,97.197791710108,0.698008802269306,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,4.94999980926514,96.3603982073219,0.59805521985378,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,3.23666667938232,93.8592279242832,0.572236188172338,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,14.5655555725098,93.8570804892944,0.641920030540118,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,44.0866661071777,93.9996814011718,0.706745142651487,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,73.0622253417969,93.2134970640511,0.757102289805955,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,90.2811126708984,92.1975822150023,0.804936589003192,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,94.5466690063477,92.6609561867643,0.813995747978829,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,102.688888549805,92.9557058835098,0.807193736770336,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,130.714447021484,92.7424298271951,0.797570839795706,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,142.848892211914,93,0.764315437877317,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
8,159.759994506836,93,0.760279150381716,NA,"tm10",2015-01-27 17:45:00,0.534847298625425
