"id","x","y","date","dx","dy","dist","dt","R2n","abs.angle","rel.angle","alt","nada","InBurrow","region","log.SL","logit.TA","z"
"tm14",373886.496,8211895.235,"2015-07-06 18:45:00",0.902999999991152,-8.29300000052899,8.34201762217977,300,349667.223145274,-1.46233661334395,-0.364381377050119,208.02,0,0,"N",2.12130510823713,-2.03100150697988,4
"tm14",373880.342,8211905.71,"2015-07-06 19:35:00",-5.66300000000047,73.875,74.0917349911581,300,349660.574248078,1.64730321814335,-0.393400842733219,203.89,0,0,"N",4.30530398750029,-1.9438694029408,4
"tm14",373874.679,8211979.585,"2015-07-06 19:40:00",-3.03200000000652,25.2089999997988,25.3906814597383,300,394401.748410101,1.69049585239708,0.0431926342537379,209.78,0,0,"N",3.23438223504677,-4.27297115711419,4
"tm14",373632.18,8212220.605,"2015-07-06 20:10:00",28.359999999986,32.9119999995455,43.4452453551513,360,450608.502969779,0.859553618991763,-0.1268950039019,234.44,0,0,"N",3.77150141776403,-3.16789481851556,4
"tm14",373940.491,8212305.907,"2015-07-06 20:26:00",70.8699999999953,22.4240000005811,74.3329851144524,300,818147.386185743,0.306443326605795,0.121443276879899,215.65,0,0,"N",4.3085547982221,-3.21361427481901,4
"tm14",373985.266,8212385.161,"2015-07-06 20:46:00",11.0740000000224,64.0129999993369,64.9638179675087,300,988913.974597773,1.399495663987,-0.365129218990789,216.53,0,0,"N",4.17383046825666,-2.02868193542971,4
"tm14",373996.34,8212449.174,"2015-07-06 20:51:00",4.84299999999348,13.3040000004694,14.1580741985775,300,1107052.96672374,1.22168136127731,-0.17781430270969,222.64,0,0,"N",2.65028507609102,-2.81348044068382,4
"tm14",374022.881,8212445.121,"2015-07-06 21:06:00",1.8059999999823,-35.2829999998212,35.3291908340301,300,1133963.79228276,-1.51965483590045,0.261470842917556,214.78,0,0,"N",3.56470955802443,-2.39926508967866,4
"tm14",373871.262,8211922.807,"2015-07-06 21:31:00",57.4679999999935,-64.7259999997914,86.5564908020897,300,351243.039429111,-0.844725810456993,0.364535019011836,199.35,0,0,"N",4.46079727363508,-2.03052462041025,4
"tm14",373917.429,8211833.786,"2015-07-06 21:46:00",-18.9739999999874,-28.875,34.5510969579769,600,350002.241797217,-2.1521523230757,-0.145968881645289,197.64,0,0,"N",3.54243929957875,-3.02151430038906,4
"tm14",373884.545,8211806.712,"2015-07-06 22:07:00",40.2330000000075,31.9840000001714,51.3971842128687,300,303446.347625161,0.671665908086919,-1.49489090757337,211.04,0,0,"N",3.93958338910974,-0.0967211128963811,4
"tm14",373411.948,8211657.619,"2015-07-08 17:13:00",-0.669999999983702,42.1500000003725,42.1553246937013,300,4665.33247301243,1.586690599127,-0.114517134180217,203.01,0,0,"N",3.74136100372195,-3.27462780201547,4
"tm14",373416.458,8211709.978,"2015-07-08 17:28:00",-9.58199999999488,48.5159999998286,49.4531796751561,300,13683.2218000649,1.76578867429233,-0.0408015803941189,194.2,0,0,"N",3.90102635681357,-4.33069172701104,4
"tm14",373395.937,8211801.47,"2015-07-08 17:49:00",-4.16599999996834,17.8990000002086,18.3774252006968,300,40616.4928129711,1.79947538552936,0.185435747985494,219.83,0,0,"N",2.91112302010121,-2.76893691103874,4
"tm14",373533.428,8212156.751,"2015-07-08 18:25:00",99.1549999999697,68.2819999996573,120.391634048829,300,334235.563505395,0.603060366989386,-0.513740380418822,220.14,0,0,"N",4.79075004581627,-1.63220412399074,4
"tm14",373632.583,8212225.033,"2015-07-08 18:30:00",29.8470000000088,-21.2929999995977,36.6638140130483,360,456322.32241,-0.619666088765415,-1.2227264557548,221.55,0,0,"N",3.60179027445362,-0.450651324558655,4
"tm14",373867.366,8211968.147,"2015-07-08 20:49:00",-11.6059999999707,28.8109999997541,31.060794532419,300,378599.108861014,1.95374191302312,-0.138502802317623,204.88,0,0,"N",3.43594639796062,-3.07650642927633,4
"tm14",373868.789,8212148.941,"2015-07-08 21:04:00",-42.6579999999958,110.94800000079,118.866158633039,300,545379.78524179,1.93785781558389,0.463846367851154,235.14,0,0,"N",4.77799814277288,-1.75317738793059,4
"tm14",373581.16,8212149.17,"2015-07-08 21:29:00",-52.3649999999907,-42.0120000001043,67.1349489387442,300,343419.178484111,-2.4654559511977,-0.103210779303497,212.47,0,0,"N",4.20670475694859,-3.38230707628649,4
"tm14",373523.674,8212086.439,"2015-07-08 21:39:00",-26.6359999999986,-53.5930000003427,59.8471899510467,300,258028.89680542,-2.03204523166119,-0.218940780973549,213.84,0,0,"N",4.09179447937368,-2.59144537193734,4
"tm14",373519.272,8212071.034,"2015-07-09 17:27:00",38.3809999999939,56.75800000038,68.5169448023091,300,242012.644308161,0.976207733855908,-0.165064429227629,214.71,0,0,"N",4.22708108405419,-2.89217699709752,4
"tm14",373557.653,8212127.792,"2015-07-09 17:32:00",52.6699999999837,137.827999999747,147.548929118203,300,311234.621249578,1.20577808781837,0.229570353962461,227.22,0,0,"N",4.99415984360729,-2.54039353139021,4
"tm14",373610.323,8212265.62,"2015-07-09 17:37:00",29.5690000000177,27.1660000002012,40.153671276883,300,497568.647953384,0.743068655919041,-0.462709431899328,215.65,0,0,"N",3.69271387523821,-1.75605599814728,4
"tm14",373650.337,8212261.425,"2015-07-09 17:47:00",46.4810000000289,-69.1049999995157,83.2825575131777,300,512568.487417998,-0.978687537721029,0.270606971857136,218.52,0,0,"N",4.42223913364759,-2.36174321305943,4
"tm14",373696.818,8212192.32,"2015-07-09 17:52:00",29.5169999999925,-38.2220000000671,48.2925933555518,300,453992.708548586,-0.913205634797408,0.0654819029236203,212.15,0,0,"N",3.87727820222378,-3.849647521522,4
"tm14",373726.335,8212154.098,"2015-07-09 17:57:00",26.3249999999534,-22.3090000003576,34.506479188893,300,430225.81046147,-0.703009113043119,0.210196521754289,203.33,0,0,"N",3.54114710898123,-2.6351911730397,4
"tm14",373752.66,8212131.789,"2015-07-09 18:02:00",36.463000000047,-37.5190000003204,52.3185027502457,300,425325.816409036,-0.799670936405111,-0.0966618233619915,205.32,0,0,"N",3.95735008958055,-3.45001493412766,4
"tm14",373789.123,8212094.27,"2015-07-09 18:07:00",16.4749999999767,-20.151999999769,26.0293820324249,360,415901.643652751,-0.88545335772043,-0.0857824213153199,205.66,0,0,"N",3.25922597813399,-3.57298594586114,4
"tm14",373694.751,8212124.154,"2015-07-09 18:38:00",-94.9020000000019,47.5829999996349,106.162759444947,300,376717.160125284,2.67683293697386,-0.202046779706739,203.82,0,0,"N",4.66497338295052,-2.67751113043951,4
"tm14",373630.58,8212219.932,"2015-07-09 18:53:00",7.26399999996647,75.6080000000075,75.9561410288901,300,448949.882000274,1.47501580998566,0.644371165595891,206.23,0,0,"N",4.33015608197968,-1.35465908381066,4
"tm14",373280.59,8212224.114,"2015-07-09 19:49:00",-10.5250000000233,-10.4610000001267,14.8394119156771,300,396656.654984315,-2.3592441328822,-0.557128436775015,194.2,0,0,"N",2.69728660863037,-1.53447769922144,4
"tm14",373261.616,8212176.872,"2015-07-09 20:05:00",17.390000000014,-30.4370000008494,35.0545727267098,300,343916.542736738,-1.05171390254542,0.620498914131124,221.24,0,0,"N",3.55690606792996,-1.40192425528618,4
"tm14",373355.615,8211654.971,"2015-07-09 22:12:00",5.37400000001071,-4.83700000029057,7.23024515510547,300,3210.6248660115,-0.732856223195397,0.0746696870103488,191.98,0,0,"N",1.97827294363253,-3.71535583353499,4
"tm14",373373.517,8211591.346,"2015-07-09 23:03:00",2.93300000001909,-8.05999999959022,8.57706762206678,300,96.9469649980894,-1.2217962212761,0.0861858811315808,209.27,0,0,"N",2.14909208609365,-3.56816164020562,4
"tm14",373413.685,8211560.155,"2015-07-10 00:40:00",41.7150000000256,53.1260000001639,67.5463774085595,300,3302.08599396083,0.905139737779657,-0.221300361559206,207.36,0,0,"N",4.21281443467148,-2.57991810941078,4
"tm14",373920.891,8211882.708,"2015-07-10 01:20:00",-23.5339999999851,39.1430000001565,45.6730074005593,300,378931.958016884,2.11212076341453,-0.0965578913004066,206.05,0,0,"N",3.82150747570893,-3.45112485794609,4
"tm14",373841.793,8212008.716,"2015-07-10 01:55:00",-68.579000000027,81.480000000447,106.499153241125,300,385411.609465155,2.27043252300597,0.0132721803363935,210.66,0,0,"N",4.66813703433031,-5.46258140897445,4
"tm14",373653.029,8212146.485,"2015-07-10 02:05:00",-26.0629999999655,51.0769999995828,57.3423046097345,300,375503.281610554,2.0426251956599,-0.660956466713743,229.96,0,0,"N",4.04903865165547,-1.32258235528207,4
"tm14",373493.893,8212077.637,"2015-07-10 02:26:00",-52.2362999999896,-207.314000000246,213.79365199601,300,241503.945514275,-1.81762548610622,0.440319879710436,219.84,0,0,"N",5.36501130683121,-1.81397687653431,4
"tm14",373441.6567,8211870.323,"2015-07-10 18:43:00",-42.8056999999681,-147.833999999799,153.906528478904,300,77082.2850519142,-1.85264088783911,-0.0350154017328821,217.65,0,1,"N",5.0363454602109,-4.48548882279927,4
"tm14",373398.851,8211722.489,"2015-07-10 18:48:00",2.31399999995483,-49.1100000003353,49.1644861259906,300,15357.6650900616,-1.52371243789221,0.3289284499469,212.32,0,0,"N",3.89517153614842,-2.1460471785772,4
"tm14",373401.165,8211673.379,"2015-07-10 18:53:00",-20.9679999999935,-35.1940000001341,40.9667506645226,300,5978.52999398585,-2.10810959694418,-0.584397159051976,217.23,0,0,"N",3.71276077829696,-1.47608560846044,4
"tm14",373380.197,8211638.185,"2015-07-10 18:58:00",-5.17599999997765,-29.5709999995306,30.02057655962,600,1413.86921798354,-1.74407726598125,0.364032330962929,212.97,0,0,"N",3.40188303187099,-2.03208555457636,4
"tm14",373386.141,8211534.439,"2015-07-10 19:24:00",-23.4700000000303,-46.38300000038,51.9829163190819,300,4616.77076994086,-2.03923587406154,-0.579091222959491,219.18,0,0,"N",3.95091513227751,-1.48727916397131,4
"tm14",373315.786,8211423.172,"2015-07-10 19:44:00",-166.785000000033,-2.17900000046939,166.799233409548,1260,35017.4106758407,-3.12852867279119,-0.932000880750833,193.71,0,0,"N",5.11679089404807,-0.863229299580111,4
"tm14",373149.001,8211420.993,"2015-07-10 20:05:00",-36.8459999999614,85.4230000004172,93.0307295739877,300,82853.5222820223,1.97802121023211,-1.17663542415629,206.9,0,0,"N",4.53292986410151,-0.512811448676679,4
"tm14",373112.155,8211506.416,"2015-07-10 20:10:00",-33.9500000000116,83.6689999997616,90.2945405933321,300,77262.7932009215,1.95626312554133,-0.0217580846907794,212.43,0,0,"N",4.50307700004965,-4.96554985822043,4
"tm14",373203.8,8211670.913,"2015-07-10 20:46:00",15.9100000000326,3.74300000071526,16.3443613826418,300,33645.5334409976,0.231059137189914,0.328436551343155,206.8,0,0,"N",2.79388296829889,-2.14771862743247,4
"tm14",373227.378,8211680.011,"2015-07-10 21:01:00",2.14299999998184,-19.4599999999627,19.577641558637,300,27552.3854850196,-1.46111494619913,-0.959817597174648,213.9,0,0,"N",2.97438817829678,-0.82115080706068,4
"tm14",373273.873,8211757.064,"2015-07-10 22:48:00",32.286999999953,-17.9589999997988,36.9455822797495,300,34213.6509531369,-0.507613781251353,-0.215672675258679,225.95,0,0,"N",3.60944608083503,-2.6076023667255,4
"tm14",373387.416,8211740.015,"2015-07-11 00:00:00",14.1199999999953,17.563000000082,22.5351585084895,300,19466.5952649609,0.893643663271608,0.821929980350363,207.52,1,0,"N",3.11507668999804,-1.0375218452506,4
"tm14",373401.536,8211757.578,"2015-07-11 00:05:00",14.2170000000042,19.2220000000671,23.9083327106408,300,25244.8427719814,0.933970764445957,0.0403271011743482,205.9,0,0,"N",3.17422704715432,-4.34254182122824,4
"tm14",373418.972,8211849.067,"2015-07-11 00:41:00",3.59600000001956,6.76900000032037,7.66489249790745,300,63513.3577689989,1.08246597624551,-0.055489797073583,209.01,0,0,"N",2.03665048716443,-4.01846519507144,4
"tm14",373448.781,8211908.763,"2015-07-11 00:56:00",20.9029999999912,65.0659999996424,68.3412010792398,300,100273.173082284,1.25995227696067,0.245935013281115,199.23,0,0,"N",4.22451282158743,-2.46590020101348,4
"tm14",373469.684,8211973.829,"2015-07-11 01:01:00",21.3019999999669,51.570000000298,55.7964165877104,360,148117.391945075,1.17907406077104,-0.08087821618963,233.6,0,0,"N",4.02170964846691,-3.633459124525,4
"tm14",373576.417,8212193.067,"2015-07-11 01:17:00",21.6630000000005,7.31600000057369,22.8650262411486,300,391507.559473998,0.325692170132276,-0.521784752637653,217.01,0,0,"N",3.1296085047651,-1.6136011222462,4
"tm14",373651.491,8212265.304,"2015-07-11 18:44:00",22.5890000000363,-23.5479999994859,32.6308324285089,300,518345.985504621,-0.806181090805761,0.0338983917035405,216.56,0,0,"N",3.48525762142015,-4.51826876442475,4
"tm14",373932.652,8211882.776,"2015-07-11 21:28:00",-9.8059999999823,13.2200000006706,16.4598309838644,360,391985.241919865,2.20899966500954,1.15959998407786,205.82,0,0,"N",2.80092292690121,-0.5360276330355,4
"tm14",373916.541,8211858.011,"2015-07-11 21:55:00",-0.26300000003539,-28.6569999996573,28.6582068172518,300,360892.971322075,-1.57997358249274,0.165849870509682,209.81,0,0,"N",3.35543985300547,-2.88716597717594,4
"tm14",373917.438,8211832.237,"2015-07-11 23:06:00",-12.4370000000345,-31.4929999997839,33.8598289716184,300,349293.856508969,-1.94690981567726,-0.667015633520275,195.8,0,0,"N",3.52222932564729,-1.31101127521346,4
"tm14",373887.904,8211798.986,"2015-07-11 23:16:00",-167.507999999973,-25.6339999996126,169.45805386576,600,303775.095571864,-2.98973924332279,0.0493884610266977,193.48,0,0,"N",5.13260542637627,-4.13692263206505,4
"tm14",373487.859,8211639.69,"2015-07-11 23:36:00",-15.0389999999898,-6.39300000015646,16.3414188490991,300,14569.2272050409,-2.73964175169161,-0.119732194621781,206.41,0,0,"N",2.7937029185323,-3.2283704293888,4
"tm14",373356.17,8211632.957,"2015-07-12 00:53:00",11.9440000000177,-13.2080000005662,17.8075938861874,300,1307.95932503915,-0.835610374293642,0.257298166841273,209.79,0,0,"N",2.87962498913992,-2.41680000904935,4
"tm14",373456.418,8211510.724,"2015-07-12 03:56:00",-20.9560000000056,18.4669999992475,27.9317744687379,300,15066.4887878909,2.41924653434013,-0.358976595794067,205.74,0,0,"N",3.32976491065425,-2.04788959859055,4
"tm14",373445.5142,8211497.458,"2015-07-12 18:43:00",89.1428000000305,-56.3189999992028,105.443200599923,300,15952.5504936691,-0.563462872144696,0.73583980942131,202.41,0,1,"N",4.65817242499687,-1.18460572167673,4
"tm14",373550.711,8211419.767,"2015-07-12 18:53:00",47.0920000000042,-26.6140000000596,54.0921571025187,300,64332.9476259286,-0.51439953214644,0.41214746303412,188.15,0,0,"N",3.99068920496463,-1.89047243532576,4
"tm14",373597.803,8211393.153,"2015-07-12 18:58:00",18.3289999999688,-7.86099999956787,19.943609552738,300,93610.0071699444,-0.405155141670993,0.109244390475447,209.57,0,0,"N",2.99290876885042,-3.32350511577584,4
"tm14",373574.436,8211124.385,"2015-07-12 20:11:00",-44.0709999999963,3.61799999978393,44.219260113644,300,267736.267825015,3.05968153733643,-0.47747509611344,197.24,0,0,"N",3.78916044335002,-1.71911615504405,4
"tm14",373392.265,8211380.795,"2015-07-12 20:47:00",-25.234999999986,74.4259999999776,78.5877515965177,300,48928.4656339472,1.89769344780015,-0.150542082070497,202.28,0,0,"N",4.3642158551867,-2.98913730619352,4
"tm14",373310.465,8211641.434,"2015-07-12 22:03:00",44.5079999999725,-4.83300000056624,44.7696320400674,360,5587.78858904379,-0.108163423862409,0.0620839514925193,206.24,0,0,"N",3.80153005332402,-3.90403782546962,4
"tm14",373372.25,8211607.16,"2015-07-12 22:25:00",-13.6259999999893,26.6959999995306,29.9723921630331,300,37.0811240041415,2.04274002408267,0.206146864790628,216.33,0,0,"N",3.40027669672959,-2.65602575723489,4
"tm14",373305.929,8211723.503,"2015-07-12 23:05:00",-70.9020000000019,57.7880000006407,91.4688282863311,300,19520.4166819422,2.4577477355359,-0.689571139157914,215,0,0,"N",4.51599823977242,-1.2685982043512,4
"tm14",373237.353,8211804.318,"2015-07-13 01:33:00",-20.5080000000307,14.8179999999702,25.3012092201218,300,59785.2873250715,2.51589400584504,-0.0475262360136237,220.32,0,0,"N",3.23085218985305,-4.17595960178788,4
"tm14",373231.912,8212024.792,"2015-07-13 01:58:00",1.72599999996601,53.0060000000522,53.0340938642814,300,199472.796304476,1.53824547674101,0.445499055240445,205.17,0,0,"N",3.97093498719408,-1.80036406268198,4
"tm14",373233.638,8212077.798,"2015-07-13 02:03:00",-1.22499999997672,82.7519999993965,82.7610665041242,300,246703.470920595,1.58559851321839,0.0473530364773762,205.32,0,0,"N",4.41595773950436,-4.17966652794591,4
"tm14",373452.315,8212149.314,"2015-07-13 02:34:00",25.7229999999981,-10.5839999997988,27.8153516065436,300,306655.837909479,-0.390346962621991,0.305067712609783,214.2,0,0,"N",3.32558808434413,-2.22980120907564,4
"tm14",373590.909,8212238.955,"2015-07-13 02:49:00",32.8510000000242,32.7170000001788,46.3636742505735,300,454025.711770327,0.783354486401209,-0.121071200564364,218.67,0,0,"N",3.8365162700889,-3.21680595507514,4
"tm14",373620.903,8212192.106,"2015-07-13 19:44:00",32.9970000000321,7.38100000005215,33.8124410535958,360,410407.393644836,0.220064360947844,0.309766518581645,192.59,0,0,"N",3.52082881327345,-2.21285821208176,4
"tm14",373864.504,8211833.482,"2015-07-13 21:58:00",-77.7530000000261,-33.8590000001714,84.8054296022116,360,295082.854036012,-2.73088841959985,-0.118616147648549,211.03,0,0,"N",4.4403595690761,-3.23810459350414,4
"tm14",373786.751,8211799.623,"2015-07-13 22:04:00",-125.288,-60.2439999999478,139.019503955358,300,210184.312441921,-2.69338683879665,0.037501580803192,214.28,0,0,"N",4.93461423951289,-4.41609313449262,4
"tm14",373377.526,8211600.663,"2015-07-13 22:39:00",-18.9760000000242,45.9170000003651,49.6835935197369,300,16.8121970000343,1.96268755309079,0.274527713379477,223.5,0,0,"N",3.90567476833733,-2.34599190121315,4
"tm14",373355.178,8211656.628,"2015-07-13 22:49:00",-30.4670000000042,54.7020000005141,62.6142706821416,360,3407.38161997298,2.07896982770554,0.184394067556633,236.08,0,0,"N",4.13699321829411,-2.77492253653583,4
"tm14",373293.018,8211756.067,"2015-07-13 23:05:00",-18.9070000000065,33.8580000000075,38.7793606574522,300,30457.1809890063,2.08008138924067,-0.141988746536605,209.98,0,0,"N",3.65788816327974,-3.0504877232325,4
"tm14",373321.872,8211702.905,"2015-07-14 00:32:00",13.149000000034,-18.0690000001341,22.3469228755491,300,13006.8561130973,-0.941713810043243,0.220804049613335,209.39,0,0,"N",3.10668863263461,-2.58233327378012,4
"tm14",373335.064,8211677.423,"2015-07-14 00:57:00",-13.9610000000102,29.0179999992251,32.2017677302864,300,7285.41817709375,2.01922225502642,-0.0538797337065366,210.85,0,0,"N",3.4720213494996,-4.04843153127745,4
"tm14",373321.103,8211706.441,"2015-07-14 01:02:00",-15.6290000000154,21.8170000007376,26.8374203311843,300,13818.6074499674,2.19242324622467,0.173200991198245,218.85,0,0,"N",3.28979719463726,-2.84132283833774,4
"tm14",373341.391,8211655.664,"2015-07-14 03:49:00",35.9035000000149,-85.3679999997839,92.6107808854573,300,3995.61954500844,-1.17268111547287,0.186580891303958,205.67,0,0,"N",4.52840555912436,-2.7623930317193,4
"tm14",373288.056,8211707.91,"2015-07-14 20:07:00",-25.9739999999874,35.5870000002906,44.0577262806426,300,18682.5747400798,2.20129140456126,0.233409580041735,218.81,0,0,"N",3.78550073497322,-2.52248902720762,4
"tm14",373274.741,8211680.616,"2015-07-14 22:03:00",19.399000000034,29.0999999996275,34.973292681411,300,16053.6127371004,0.982817514260291,1.92855708667923,222.82,0,0,"N",3.55458470396078,0.463646148849508,4
"tm14",373356.632,8211626.875,"2015-07-14 22:24:00",8.15900000004331,-5.59599999990314,9.89365943418423,300,942.79807301122,-0.60117854907751,0.55726389646085,201.17,0,0,"N",2.29189409076415,-1.53418217527579,4
"tm14",373402.309,8211549.026,"2015-07-14 23:05:00",45.8069999999716,47.9490000000224,66.312803062452,1260,3553.55635702026,0.808240727438365,1.40440999134139,204.01,0,0,"N",4.19438298657981,-0.212647361743456,4
"tm14",373464.585,8211503.69,"2015-07-15 00:22:00",27.8369999999995,-25.1759999999776,37.5330460394417,300,17810.4056288823,-0.735245021313505,-0.0725449957790149,202.25,0,0,"N",3.62522177264162,-3.74491558249099,4
"tm14",373532.138,8211451.635,"2015-07-15 00:32:00",21.8180000000284,-19.6789999995381,29.3817658588292,300,47546.003932995,-0.733897847985827,-0.138926252649086,203.78,0,0,"N",3.38037427305219,-3.0733127373603,4
"tm14",373501.423,8211475.136,"2015-07-15 01:33:00",-37.6780000000144,25.7829999998212,45.6551724670039,300,32264.6445049633,2.54148250075889,-0.394588165948547,197.72,0,0,"N",3.82111690767597,-1.94042371660039,4
"tm14",373415.83,8211540.474,"2015-07-15 02:08:00",-17.6240000000107,15.4989999998361,23.4696479947036,300,5481.89242392813,2.42026150681534,-0.401712785296502,215.22,0,0,"N",3.15570801165517,-1.91993198590126,4
"tm14",373414.248,8211536.703,"2015-07-15 02:59:00",74.0650000000023,-50.2469999995083,89.5007554937439,300,5822.49206500773,-0.596093809072512,0.282139664213455,190.55,0,0,"N",4.49424706651606,-2.31598341156101,4
"tm14",373431.698,8211830.11,"2015-07-15 19:07:00",9.63800000003539,90.2269999999553,90.7403029143755,300,55795.1153682368,1.46438038551311,0.270265274657746,205.21,0,0,"N",4.50800161249755,-2.36312572780813,4
"tm14",373441.336,8211920.337,"2015-07-15 19:12:00",19.6389999999665,61.8499999996275,64.8930876207366,300,106460.682401308,1.26333893755347,-0.20104144795964,177.36,0,0,"N",4.17274110988259,-2.68284123211244,4
"tm14",373460.975,8211982.187,"2015-07-15 19:17:00",51.9060000000172,66.0190000003204,83.980600123148,300,152816.065250077,0.904509412974447,-0.358829524579019,216.19,0,0,"N",4.43058582125514,-2.04835223055209,4
"tm14",373893.246,8211799.681,"2015-07-15 20:13:00",19.5499999999884,2.9890000000596,19.7771742420372,300,309575.368916986,0.151715173177382,0.0477575171075383,206.15,0,0,"N",2.9845284566382,-4.17103026392892,4
