"seg.id","lulc","slope","dt","id","date","date.round","state","t.ar","rain"
1,3,1.69919870097069,NA,"tm10",2015-01-25 15:20:00,2015-01-25 15:00:00,"Foraging",30.3,0
2,3,1.69919870097069,NA,"tm10",2015-01-25 15:25:00,2015-01-25 15:00:00,"Foraging",30.3,0
2,3,0.586746762365228,300,"tm10",2015-01-25 15:25:00,2015-01-25 15:00:00,"Foraging",30.3,0
3,3,0.586746762365228,NA,"tm10",2015-01-25 15:31:00,2015-01-25 16:00:00,"Foraging",29.5,0
3,3,0.623713282415383,360,"tm10",2015-01-25 15:31:00,2015-01-25 16:00:00,"Foraging",29.5,0
4,3,0.623713282415383,NA,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
4,3,1.86593186777402,NA,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
4,3,4.58000539261759,NA,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
4,3,2.27731895560006,NA,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
4,3,3.54128724044141,NA,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
4,3,2.93973713462011,180,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
5,3,2.93973713462011,NA,"tm10",2015-01-25 16:56:00,2015-01-25 17:00:00,"Transit",23.3,7
5,3,1.31117514404729,NA,"tm10",2015-01-25 16:56:00,2015-01-25 17:00:00,"Transit",23.3,7
5,3,1.6840384537764,4920,"tm10",2015-01-25 16:56:00,2015-01-25 17:00:00,"Transit",23.3,7
6,3,1.6840384537764,NA,"tm10",2015-01-25 17:28:00,2015-01-25 17:00:00,"Foraging",23.3,7
6,3,2.8949517163047,1920,"tm10",2015-01-25 17:28:00,2015-01-25 17:00:00,"Foraging",23.3,7
7,3,2.8949517163047,NA,"tm10",2015-01-25 17:33:00,2015-01-25 18:00:00,"Foraging",23.5,0
7,3,3.29738491539841,NA,"tm10",2015-01-25 17:33:00,2015-01-25 18:00:00,"Foraging",23.5,0
7,3,6.16313516580817,300,"tm10",2015-01-25 17:33:00,2015-01-25 18:00:00,"Foraging",23.5,0
8,3,6.16313516580817,NA,"tm10",2015-01-25 17:38:00,2015-01-25 18:00:00,"Foraging",23.5,0
8,3,5.87113451970716,300,"tm10",2015-01-25 17:38:00,2015-01-25 18:00:00,"Foraging",23.5,0
9,3,5.87113451970716,NA,"tm10",2015-01-25 17:44:00,2015-01-25 18:00:00,"Foraging",23.5,0
9,3,3.27693649204093,NA,"tm10",2015-01-25 17:44:00,2015-01-25 18:00:00,"Foraging",23.5,0
9,3,4.73185393337532,360,"tm10",2015-01-25 17:44:00,2015-01-25 18:00:00,"Foraging",23.5,0
10,3,4.73185393337532,NA,"tm10",2015-01-25 17:47:00,2015-01-25 18:00:00,"Foraging",23.5,0
10,3,5.86822577844775,NA,"tm10",2015-01-25 17:47:00,2015-01-25 18:00:00,"Foraging",23.5,0
10,3,8.93079280469162,180,"tm10",2015-01-25 17:47:00,2015-01-25 18:00:00,"Foraging",23.5,0
11,3,8.93079280469162,NA,"tm10",2015-01-25 17:52:00,2015-01-25 18:00:00,"Foraging",23.5,0
11,3,5.87372971998994,300,"tm10",2015-01-25 17:52:00,2015-01-25 18:00:00,"Foraging",23.5,0
12,3,5.87372971998994,300,"tm10",2015-01-25 17:57:00,2015-01-25 18:00:00,"Foraging",23.5,0
13,3,5.87372971998994,NA,"tm10",2015-01-25 18:02:00,2015-01-25 18:00:00,"Foraging",23.5,0
13,3,8.93079280469162,300,"tm10",2015-01-25 18:02:00,2015-01-25 18:00:00,"Foraging",23.5,0
14,3,8.93079280469162,300,"tm10",2015-01-25 18:07:00,2015-01-25 18:00:00,"Burrow",23.5,0
15,3,8.93079280469162,300,"tm10",2015-01-25 18:12:00,2015-01-25 18:00:00,"Burrow",23.5,0
16,3,8.93079280469162,300,"tm10",2015-01-25 18:17:00,2015-01-25 18:00:00,"Burrow",23.5,0
17,3,8.93079280469162,300,"tm10",2015-01-25 18:22:00,2015-01-25 18:00:00,"Burrow",23.5,0
18,3,8.93079280469162,360,"tm10",2015-01-25 18:28:00,2015-01-25 18:00:00,"Burrow",23.5,0
19,3,8.93079280469162,180,"tm10",2015-01-25 18:31:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
20,3,8.93079280469162,300,"tm10",2015-01-25 18:36:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
21,3,8.93079280469162,300,"tm10",2015-01-25 18:41:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
22,3,8.93079280469162,300,"tm10",2015-01-25 18:46:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
23,3,8.93079280469162,NA,"tm10",2015-01-25 18:52:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
23,3,5.87372971998994,360,"tm10",2015-01-25 18:52:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
24,3,5.87372971998994,180,"tm10",2015-01-25 18:55:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
25,3,5.87372971998994,NA,"tm10",2015-01-25 19:00:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
25,3,8.93079280469162,300,"tm10",2015-01-25 19:00:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
26,3,8.93079280469162,NA,"tm10",2015-01-25 19:05:00,2015-01-25 19:00:00,"Transit",24.8,0.2
26,3,5.86822577844775,NA,"tm10",2015-01-25 19:05:00,2015-01-25 19:00:00,"Transit",24.8,0.2
26,3,4.19841071470493,300,"tm10",2015-01-25 19:05:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,4.19841071470493,NA,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,2.96151661113875,NA,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,9.29980359228356,NA,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,5.19808555983513,NA,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,8.25128050338384,NA,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
27,3,6.46230974298628,300,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
28,3,6.46230974298628,NA,"tm10",2015-01-25 19:24:00,2015-01-25 19:00:00,"Transit",24.8,0.2
28,3,4.15830255835151,NA,"tm10",2015-01-25 19:24:00,2015-01-25 19:00:00,"Transit",24.8,0.2
28,3,5.19808555983513,840,"tm10",2015-01-25 19:24:00,2015-01-25 19:00:00,"Transit",24.8,0.2
29,3,5.19808555983513,300,"tm10",2015-01-25 19:29:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
30,3,5.19808555983513,300,"tm10",2015-01-25 19:34:00,2015-01-25 20:00:00,"Foraging",24.2,0
31,3,5.19808555983513,300,"tm10",2015-01-25 19:39:00,2015-01-25 20:00:00,"Foraging",24.2,0
32,3,5.19808555983513,NA,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
32,3,8.25128050338384,NA,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
32,3,6.46230974298628,NA,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
32,3,6.56637114274177,300,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
33,3,6.56637114274177,NA,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
33,3,6.46230974298628,NA,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
33,3,8.25128050338384,NA,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
33,3,5.19808555983513,360,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
34,3,5.19808555983513,NA,"tm10",2015-01-25 19:53:00,2015-01-25 20:00:00,"Foraging",24.2,0
34,3,8.25128050338384,NA,"tm10",2015-01-25 19:53:00,2015-01-25 20:00:00,"Foraging",24.2,0
34,3,6.46230974298628,180,"tm10",2015-01-25 19:53:00,2015-01-25 20:00:00,"Foraging",24.2,0
35,3,6.46230974298628,300,"tm10",2015-01-25 19:58:00,2015-01-25 20:00:00,"Transit",24.2,0
36,3,6.46230974298628,NA,"tm10",2015-01-25 20:03:00,2015-01-25 20:00:00,"Transit",24.2,0
36,3,6.56637114274177,NA,"tm10",2015-01-25 20:03:00,2015-01-25 20:00:00,"Transit",24.2,0
36,3,5.73158967858546,300,"tm10",2015-01-25 20:03:00,2015-01-25 20:00:00,"Transit",24.2,0
37,3,5.73158967858546,NA,"tm10",2015-01-25 20:07:00,2015-01-25 20:00:00,"Transit",24.2,0
37,3,3.07984325699134,NA,"tm10",2015-01-25 20:07:00,2015-01-25 20:00:00,"Transit",24.2,0
37,3,1.12709375532476,240,"tm10",2015-01-25 20:07:00,2015-01-25 20:00:00,"Transit",24.2,0
38,3,1.12709375532476,NA,"tm10",2015-01-25 20:13:00,2015-01-25 20:00:00,"Transit",24.2,0
38,3,1.7073251576745,NA,"tm10",2015-01-25 20:13:00,2015-01-25 20:00:00,"Transit",24.2,0
38,3,2.53937289183783,360,"tm10",2015-01-25 20:13:00,2015-01-25 20:00:00,"Transit",24.2,0
39,3,2.53937289183783,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,3,4.15070005867303,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,7,3.58436713655732,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,7,2.18917133579065,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,1,3.51420253077824,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,1,4.36495648303926,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,7,3.57723305870481,NA,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
39,7,8.93053193966136,2100,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
40,7,8.93053193966136,300,"tm10",2015-01-25 20:53:00,2015-01-25 21:00:00,"Burrow",24.7,0
41,7,8.93053193966136,2520,"tm10",2015-01-25 21:35:00,2015-01-25 22:00:00,"Burrow",24.3,0
42,7,8.93053193966136,300,"tm10",2015-01-25 21:40:00,2015-01-25 22:00:00,"Burrow",24.3,0
43,7,8.93053193966136,2040,"tm10",2015-01-25 22:14:00,2015-01-25 22:00:00,"Burrow",24.3,0
44,7,8.93053193966136,360,"tm10",2015-01-25 22:20:00,2015-01-25 22:00:00,"Burrow",24.3,0
45,7,8.93053193966136,120,"tm10",2015-01-25 22:22:00,2015-01-25 22:00:00,"Burrow",24.3,0
46,7,8.93053193966136,900,"tm10",2015-01-25 22:37:00,2015-01-25 23:00:00,"Burrow",24,0
47,7,8.93053193966136,300,"tm10",2015-01-25 22:42:00,2015-01-25 23:00:00,"Burrow",24,0
48,7,8.93053193966136,20940,"tm10",2015-01-26 04:31:00,2015-01-26 05:00:00,"Burrow",23.3,0
49,7,8.93053193966136,420,"tm10",2015-01-26 04:38:00,2015-01-26 05:00:00,"Burrow",23.3,0
50,7,8.93053193966136,48420,"tm10",2015-01-26 18:05:00,2015-01-26 18:00:00,"Burrow",29.3,0
51,7,8.93053193966136,NA,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
51,7,3.57723305870481,NA,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
51,7,0.905945257673879,NA,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
51,3,5.87372971998994,NA,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
51,3,6.84127793578733,NA,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
51,3,9.38609546815926,4260,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
52,3,9.38609546815926,NA,"tm10",2015-01-26 19:21:00,2015-01-26 19:00:00,"Foraging",27.7,0
52,3,5.5044358247425,NA,"tm10",2015-01-26 19:21:00,2015-01-26 19:00:00,"Foraging",27.7,0
52,3,6.23559685984237,300,"tm10",2015-01-26 19:21:00,2015-01-26 19:00:00,"Foraging",27.7,0
53,3,6.23559685984237,NA,"tm10",2015-01-26 20:36:00,2015-01-26 21:00:00,"Foraging",27.2,0
53,3,5.5044358247425,4500,"tm10",2015-01-26 20:36:00,2015-01-26 21:00:00,"Foraging",27.2,0
54,3,5.5044358247425,1740,"tm10",2015-01-26 21:05:00,2015-01-26 21:00:00,"Foraging",27.2,0
55,3,5.5044358247425,360,"tm10",2015-01-26 21:11:00,2015-01-26 21:00:00,"Foraging",27.2,0
56,3,5.5044358247425,NA,"tm10",2015-01-26 21:14:00,2015-01-26 21:00:00,"Foraging",27.2,0
56,3,6.23559685984237,180,"tm10",2015-01-26 21:14:00,2015-01-26 21:00:00,"Foraging",27.2,0
57,3,6.23559685984237,NA,"tm10",2015-01-26 21:19:00,2015-01-26 21:00:00,"Foraging",27.2,0
57,3,5.5044358247425,300,"tm10",2015-01-26 21:19:00,2015-01-26 21:00:00,"Foraging",27.2,0
58,3,5.5044358247425,NA,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
58,3,6.23559685984237,NA,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
58,3,4.72694901017927,NA,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
58,3,2.49305569408495,300,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
59,3,2.49305569408495,NA,"tm10",2015-01-26 21:29:00,2015-01-26 21:00:00,"Foraging",27.2,0
59,3,4.72694901017927,NA,"tm10",2015-01-26 21:29:00,2015-01-26 21:00:00,"Foraging",27.2,0
59,3,6.23559685984237,300,"tm10",2015-01-26 21:29:00,2015-01-26 21:00:00,"Foraging",27.2,0
60,3,6.23559685984237,360,"tm10",2015-01-26 21:35:00,2015-01-26 22:00:00,"Foraging",26.8,0
61,3,6.23559685984237,NA,"tm10",2015-01-26 21:38:00,2015-01-26 22:00:00,"Foraging",26.8,0
61,3,8.25128050338384,180,"tm10",2015-01-26 21:38:00,2015-01-26 22:00:00,"Foraging",26.8,0
62,3,8.25128050338384,300,"tm10",2015-01-26 21:43:00,2015-01-26 22:00:00,"Foraging",26.8,0
63,3,8.25128050338384,300,"tm10",2015-01-26 21:48:00,2015-01-26 22:00:00,"Foraging",26.8,0
64,3,8.25128050338384,NA,"tm10",2015-01-26 21:53:00,2015-01-26 22:00:00,"Foraging",26.8,0
64,3,6.46230974298628,300,"tm10",2015-01-26 21:53:00,2015-01-26 22:00:00,"Foraging",26.8,0
65,3,6.46230974298628,NA,"tm10",2015-01-26 22:07:00,2015-01-26 22:00:00,"Foraging",26.8,0
65,3,8.25128050338384,840,"tm10",2015-01-26 22:07:00,2015-01-26 22:00:00,"Foraging",26.8,0
66,3,8.25128050338384,NA,"tm10",2015-01-26 22:12:00,2015-01-26 22:00:00,"Foraging",26.8,0
66,3,6.46230974298628,NA,"tm10",2015-01-26 22:12:00,2015-01-26 22:00:00,"Foraging",26.8,0
66,3,4.72694901017927,300,"tm10",2015-01-26 22:12:00,2015-01-26 22:00:00,"Foraging",26.8,0
67,3,4.72694901017927,NA,"tm10",2015-01-26 22:17:00,2015-01-26 22:00:00,"Foraging",26.8,0
67,3,6.23559685984237,NA,"tm10",2015-01-26 22:17:00,2015-01-26 22:00:00,"Foraging",26.8,0
67,3,8.25128050338384,300,"tm10",2015-01-26 22:17:00,2015-01-26 22:00:00,"Foraging",26.8,0
68,3,8.25128050338384,NA,"tm10",2015-01-26 22:22:00,2015-01-26 22:00:00,"Foraging",26.8,0
68,3,6.23559685984237,NA,"tm10",2015-01-26 22:22:00,2015-01-26 22:00:00,"Foraging",26.8,0
68,3,5.5044358247425,300,"tm10",2015-01-26 22:22:00,2015-01-26 22:00:00,"Foraging",26.8,0
69,3,5.5044358247425,240,"tm10",2015-01-26 22:26:00,2015-01-26 22:00:00,"Foraging",26.8,0
70,3,5.5044358247425,NA,"tm10",2015-01-26 22:32:00,2015-01-26 23:00:00,"Foraging",25.9,0
70,3,6.23559685984237,360,"tm10",2015-01-26 22:32:00,2015-01-26 23:00:00,"Foraging",25.9,0
71,3,6.23559685984237,NA,"tm10",2015-01-26 22:54:00,2015-01-26 23:00:00,"Foraging",25.9,0
71,3,5.5044358247425,1320,"tm10",2015-01-26 22:54:00,2015-01-26 23:00:00,"Foraging",25.9,0
72,3,5.5044358247425,360,"tm10",2015-01-26 23:00:00,2015-01-26 23:00:00,"Foraging",25.9,0
73,3,5.5044358247425,NA,"tm10",2015-01-26 23:03:00,2015-01-26 23:00:00,"Foraging",25.9,0
73,3,6.23559685984237,180,"tm10",2015-01-26 23:03:00,2015-01-26 23:00:00,"Foraging",25.9,0
74,3,6.23559685984237,300,"tm10",2015-01-26 23:08:00,2015-01-26 23:00:00,"Foraging",25.9,0
75,3,6.23559685984237,300,"tm10",2015-01-26 23:13:00,2015-01-26 23:00:00,"Foraging",25.9,0
76,3,6.23559685984237,NA,"tm10",2015-01-26 23:19:00,2015-01-26 23:00:00,"Foraging",25.9,0
76,3,8.25128050338384,360,"tm10",2015-01-26 23:19:00,2015-01-26 23:00:00,"Foraging",25.9,0
77,3,8.25128050338384,NA,"tm10",2015-01-26 23:22:00,2015-01-26 23:00:00,"Foraging",25.9,0
77,3,6.46230974298628,180,"tm10",2015-01-26 23:22:00,2015-01-26 23:00:00,"Foraging",25.9,0
78,3,6.46230974298628,NA,"tm10",2015-01-26 23:27:00,2015-01-26 23:00:00,"Foraging",25.9,0
78,3,8.25128050338384,300,"tm10",2015-01-26 23:27:00,2015-01-26 23:00:00,"Foraging",25.9,0
79,3,8.25128050338384,300,"tm10",2015-01-26 23:32:00,2015-01-27 00:00:00,"Foraging",25.6,0
80,3,8.25128050338384,NA,"tm10",2015-01-26 23:38:00,2015-01-27 00:00:00,"Foraging",25.6,0
80,3,9.38609546815926,NA,"tm10",2015-01-26 23:38:00,2015-01-27 00:00:00,"Foraging",25.6,0
80,3,9.29980359228356,360,"tm10",2015-01-26 23:38:00,2015-01-27 00:00:00,"Foraging",25.6,0
81,3,9.29980359228356,180,"tm10",2015-01-26 23:41:00,2015-01-27 00:00:00,"Foraging",25.6,0
82,3,9.29980359228356,NA,"tm10",2015-01-26 23:46:00,2015-01-27 00:00:00,"Foraging",25.6,0
82,3,2.96151661113875,300,"tm10",2015-01-26 23:46:00,2015-01-27 00:00:00,"Foraging",25.6,0
83,3,2.96151661113875,NA,"tm10",2015-01-26 23:51:00,2015-01-27 00:00:00,"Foraging",25.6,0
83,3,3.53202143425228,300,"tm10",2015-01-26 23:51:00,2015-01-27 00:00:00,"Foraging",25.6,0
84,3,3.53202143425228,360,"tm10",2015-01-26 23:57:00,2015-01-27 00:00:00,"Burrow",25.6,0
85,3,3.53202143425228,180,"tm10",2015-01-27 00:00:00,2015-01-27 00:00:00,"Burrow",25.6,0
86,3,3.53202143425228,300,"tm10",2015-01-27 00:05:00,2015-01-27 00:00:00,"Burrow",25.6,0
87,3,3.53202143425228,300,"tm10",2015-01-27 00:10:00,2015-01-27 00:00:00,"Burrow",25.6,0
88,3,3.53202143425228,61260,"tm10",2015-01-27 17:11:00,2015-01-27 17:00:00,"Burrow",33.5,0
89,3,3.53202143425228,300,"tm10",2015-01-27 17:16:00,2015-01-27 17:00:00,"Burrow",33.5,0
90,3,3.53202143425228,300,"tm10",2015-01-27 17:21:00,2015-01-27 17:00:00,"Burrow",33.5,0
91,3,3.53202143425228,NA,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
91,3,3.09593736646049,NA,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
91,3,4.15830255835151,NA,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
91,3,3.86616184585546,NA,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
91,3,1.94177554716683,360,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
92,3,1.94177554716683,NA,"tm10",2015-01-27 17:30:00,2015-01-27 18:00:00,"Foraging",31.4,0
92,3,5.69991029215391,180,"tm10",2015-01-27 17:30:00,2015-01-27 18:00:00,"Foraging",31.4,0
93,3,5.69991029215391,NA,"tm10",2015-01-27 17:35:00,2015-01-27 18:00:00,"Foraging",31.4,0
93,3,1.94177554716683,300,"tm10",2015-01-27 17:35:00,2015-01-27 18:00:00,"Foraging",31.4,0
94,3,1.94177554716683,NA,"tm10",2015-01-27 17:40:00,2015-01-27 18:00:00,"Foraging",31.4,0
94,3,5.69991029215391,300,"tm10",2015-01-27 17:40:00,2015-01-27 18:00:00,"Foraging",31.4,0
95,3,5.69991029215391,NA,"tm10",2015-01-27 17:44:00,2015-01-27 18:00:00,"Foraging",31.4,0
95,3,7.14067098403009,240,"tm10",2015-01-27 17:44:00,2015-01-27 18:00:00,"Foraging",31.4,0
96,3,7.14067098403009,420,"tm10",2015-01-27 17:51:00,2015-01-27 18:00:00,"Foraging",31.4,0
97,3,7.14067098403009,NA,"tm10",2015-01-27 17:56:00,2015-01-27 18:00:00,"Foraging",31.4,0
97,3,5.69991029215391,300,"tm10",2015-01-27 17:56:00,2015-01-27 18:00:00,"Foraging",31.4,0
98,3,5.69991029215391,NA,"tm10",2015-01-27 18:01:00,2015-01-27 18:00:00,"Foraging",31.4,0
98,3,7.14067098403009,300,"tm10",2015-01-27 18:01:00,2015-01-27 18:00:00,"Foraging",31.4,0
99,3,7.14067098403009,300,"tm10",2015-01-27 18:06:00,2015-01-27 18:00:00,"Foraging",31.4,0
100,3,7.14067098403009,NA,"tm10",2015-01-27 18:11:00,2015-01-27 18:00:00,"Foraging",31.4,0
100,3,5.01019328440826,NA,"tm10",2015-01-27 18:11:00,2015-01-27 18:00:00,"Foraging",31.4,0
100,3,3.07984325699134,300,"tm10",2015-01-27 18:11:00,2015-01-27 18:00:00,"Foraging",31.4,0
101,3,3.07984325699134,NA,"tm10",2015-01-27 18:16:00,2015-01-27 18:00:00,"Foraging",31.4,0
101,3,5.01019328440826,300,"tm10",2015-01-27 18:16:00,2015-01-27 18:00:00,"Foraging",31.4,0
102,3,5.01019328440826,NA,"tm10",2015-01-27 18:21:00,2015-01-27 18:00:00,"Foraging",31.4,0
102,3,3.07984325699134,300,"tm10",2015-01-27 18:21:00,2015-01-27 18:00:00,"Foraging",31.4,0
103,3,3.07984325699134,300,"tm10",2015-01-27 18:26:00,2015-01-27 18:00:00,"Foraging",31.4,0
104,3,3.07984325699134,NA,"tm10",2015-01-27 18:31:00,2015-01-27 19:00:00,"Foraging",31.5,0
104,3,5.01019328440826,NA,"tm10",2015-01-27 18:31:00,2015-01-27 19:00:00,"Foraging",31.5,0
104,3,4.28716820194202,300,"tm10",2015-01-27 18:31:00,2015-01-27 19:00:00,"Foraging",31.5,0
105,3,4.28716820194202,NA,"tm10",2015-01-27 18:36:00,2015-01-27 19:00:00,"Foraging",31.5,0
105,3,4.44168497549256,300,"tm10",2015-01-27 18:36:00,2015-01-27 19:00:00,"Foraging",31.5,0
106,3,4.44168497549256,NA,"tm10",2015-01-27 18:41:00,2015-01-27 19:00:00,"Foraging",31.5,0
106,3,4.28716820194202,300,"tm10",2015-01-27 18:41:00,2015-01-27 19:00:00,"Foraging",31.5,0
107,3,4.28716820194202,NA,"tm10",2015-01-27 18:46:00,2015-01-27 19:00:00,"Foraging",31.5,0
107,3,4.44168497549256,300,"tm10",2015-01-27 18:46:00,2015-01-27 19:00:00,"Foraging",31.5,0
108,3,4.44168497549256,NA,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
108,7,4.10540075879795,NA,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
108,1,2.03217980141618,NA,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
108,1,0.704690860303463,300,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
109,1,0.704690860303463,NA,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
109,1,2.07869327346349,NA,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
109,1,1.43715993255098,NA,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
109,1,2.2083544034595,300,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
110,1,2.2083544034595,NA,"tm10",2015-01-27 19:01:00,2015-01-27 19:00:00,"Transit",31.5,0
110,1,1.12363936663417,NA,"tm10",2015-01-27 19:01:00,2015-01-27 19:00:00,"Transit",31.5,0
110,1,1.28059755421526,300,"tm10",2015-01-27 19:01:00,2015-01-27 19:00:00,"Transit",31.5,0
111,1,1.28059755421526,NA,"tm10",2015-01-27 19:06:00,2015-01-27 19:00:00,"Transit",31.5,0
111,1,0.997781110145081,300,"tm10",2015-01-27 19:06:00,2015-01-27 19:00:00,"Transit",31.5,0
112,1,0.997781110145081,NA,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
112,1,1.45996321890473,NA,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
112,1,0.143395404136142,NA,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
112,1,0.213490651001518,300,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
113,1,0.213490651001518,NA,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
113,1,1.53995193937124,NA,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
113,1,2.21544143259616,NA,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
113,1,1.61327397865169,240,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
114,1,1.61327397865169,NA,"tm10",2015-01-27 19:22:00,2015-01-27 19:00:00,"Foraging",31.5,0
114,1,0.405644725559942,NA,"tm10",2015-01-27 19:22:00,2015-01-27 19:00:00,"Foraging",31.5,0
114,1,1.21917647806933,420,"tm10",2015-01-27 19:22:00,2015-01-27 19:00:00,"Foraging",31.5,0
115,1,1.21917647806933,NA,"tm10",2015-01-27 19:28:00,2015-01-27 19:00:00,"Foraging",31.5,0
115,1,2.05276533015528,NA,"tm10",2015-01-27 19:28:00,2015-01-27 19:00:00,"Foraging",31.5,0
115,1,1.47603372785417,360,"tm10",2015-01-27 19:28:00,2015-01-27 19:00:00,"Foraging",31.5,0
116,1,1.47603372785417,NA,"tm10",2015-01-27 19:31:00,2015-01-27 20:00:00,"Foraging",31.5,0
116,1,2.05276533015528,180,"tm10",2015-01-27 19:31:00,2015-01-27 20:00:00,"Foraging",31.5,0
117,1,2.05276533015528,300,"tm10",2015-01-27 19:36:00,2015-01-27 20:00:00,"Foraging",31.5,0
118,1,2.05276533015528,300,"tm10",2015-01-27 19:41:00,2015-01-27 20:00:00,"Foraging",31.5,0
119,1,2.05276533015528,300,"tm10",2015-01-27 19:46:00,2015-01-27 20:00:00,"Foraging",31.5,0
