"seg.id","dist2rd","slope","ndvi","dt","id","date","state","lunar"
1,0.769633734709915,1.02501329319621,0.377384793699201,NA,"tm13","2015-07-04 19:38:00","Foraging",0.882264980307763
1,6.1075825536955,1.4284828670718,0.423982028373143,NA,"tm13","2015-07-04 19:38:00","Foraging",0.882264980307763
1,2.91868772074768,0.991091298485135,0.35340511305953,NA,"tm13","2015-07-04 19:38:00","Foraging",0.882264980307763
1,0.947105056836285,1.80138916564729,0.381128393941368,960,"tm13","2015-07-04 19:38:00","Foraging",0.882264980307763
217,7.02372007698814,1.284690239181,0.338107744281584,NA,"tm13","2015-07-05 18:48:00","Foraging",0.805587033999698
217,19.6145680089442,2.01157650930466,0.356760090694773,NA,"tm13","2015-07-05 18:48:00","Foraging",0.805587033999698
217,24.0286708850267,1.79176233797092,0.352770142041304,300,"tm13","2015-07-05 18:48:00","Foraging",0.805587033999698
218,24.0286708850267,1.79176233797092,0.352770142041304,NA,"tm13","2015-07-05 18:53:00","Foraging",0.805587033999698
218,3.12376995756726,2.32426929247359,0.348856622312424,NA,"tm13","2015-07-05 18:53:00","Foraging",0.805587033999698
218,0,1.45178146148974,0.282728074748664,360,"tm13","2015-07-05 18:53:00","Foraging",0.805587033999698
219,0,1.45178146148974,0.282728074748664,NA,"tm13","2015-07-05 18:59:00","Foraging",0.805587033999698
219,3.12376995756726,2.32426929247359,0.348856622312424,NA,"tm13","2015-07-05 18:59:00","Foraging",0.805587033999698
219,7.02372007698814,1.284690239181,0.338107744281584,180,"tm13","2015-07-05 18:59:00","Foraging",0.805587033999698
220,7.02372007698814,1.284690239181,0.338107744281584,NA,"tm13","2015-07-05 19:02:00","Foraging",0.805587033999698
220,19.6145680089442,2.01157650930466,0.356760090694773,NA,"tm13","2015-07-05 19:02:00","Foraging",0.805587033999698
220,24.0286708850267,1.79176233797092,0.352770142041304,300,"tm13","2015-07-05 19:02:00","Foraging",0.805587033999698
221,24.0286708850267,1.79176233797092,0.352770142041304,NA,"tm13","2015-07-05 19:07:00","Foraging",0.805587033999698
221,3.12376995756726,2.32426929247359,0.348856622312424,NA,"tm13","2015-07-05 19:07:00","Foraging",0.805587033999698
221,7.02372007698814,1.284690239181,0.338107744281584,NA,"tm13","2015-07-05 19:07:00","Foraging",0.805587033999698
221,0,1.32175748929308,0.277711207305155,NA,"tm13","2015-07-05 19:07:00","Foraging",0.805587033999698
221,0,0.622262024547445,0.25195194891144,900,"tm13","2015-07-05 19:07:00","Foraging",0.805587033999698
222,0,0.622262024547445,0.25195194891144,NA,"tm13","2015-07-05 19:22:00","Foraging",0.805587033999698
222,0,1.32175748929308,0.277711207305155,360,"tm13","2015-07-05 19:22:00","Foraging",0.805587033999698
223,0,1.32175748929308,0.277711207305155,NA,"tm13","2015-07-05 19:28:00","Foraging",0.805587033999698
223,0,1.45178146148974,0.282728074748664,180,"tm13","2015-07-05 19:28:00","Foraging",0.805587033999698
224,0,1.45178146148974,0.282728074748664,NA,"tm13","2015-07-05 19:31:00","Foraging",0.805587033999698
224,0,1.44275437174698,0.330398089030767,NA,"tm13","2015-07-05 19:31:00","Foraging",0.805587033999698
224,0,2.46899949234623,0.342809340224467,300,"tm13","2015-07-05 19:31:00","Foraging",0.805587033999698
225,0,2.46899949234623,0.342809340224467,NA,"tm13","2015-07-05 19:36:00","Foraging",0.805587033999698
225,12.8688676754642,1.57874781896356,0.372984958284318,300,"tm13","2015-07-05 19:36:00","Foraging",0.805587033999698
228,2.61873602451239,1.41394409534325,0.369620585467106,300,"tm13","2015-07-05 20:01:00","Foraging",0.805587033999698
229,2.61873602451239,1.41394409534325,0.369620585467106,300,"tm13","2015-07-05 20:06:00","Foraging",0.805587033999698
230,2.61873602451239,1.41394409534325,0.369620585467106,NA,"tm13","2015-07-05 20:11:00","Foraging",0.805587033999698
230,23.6460023830253,0.708495033140915,0.372129965736186,NA,"tm13","2015-07-05 20:11:00","Foraging",0.805587033999698
230,16.2703607917492,1.04470068131596,0.379684175216599,300,"tm13","2015-07-05 20:11:00","Foraging",0.805587033999698
231,16.2703607917492,1.04470068131596,0.379684175216599,NA,"tm13","2015-07-05 20:16:00","Foraging",0.805587033999698
231,41.2996147512923,2.29941107575559,0.386329724239312,360,"tm13","2015-07-05 20:16:00","Foraging",0.805587033999698
232,41.2996147512923,2.29941107575559,0.386329724239312,NA,"tm13","2015-07-05 20:22:00","Foraging",0.805587033999698
232,28.3895409700158,1.22863084768274,0.389190549322788,180,"tm13","2015-07-05 20:22:00","Foraging",0.805587033999698
233,28.3895409700158,1.22863084768274,0.389190549322788,300,"tm13","2015-07-05 20:25:00","Foraging",0.805587033999698
236,0,1.01348735420043,0.388480357962158,NA,"tm13","2015-07-05 20:51:00","Foraging",0.805587033999698
236,0,3.59787767780293,0.375958555222635,NA,"tm13","2015-07-05 20:51:00","Foraging",0.805587033999698
236,8.25994914505799,1.04315780210799,0.399846962183704,180,"tm13","2015-07-05 20:51:00","Foraging",0.805587033999698
269,0,1.72436646376001,0.381748625432014,300,"tm13","2015-07-05 23:53:00","Foraging",0.805587033999698
270,0,1.72436646376001,0.381748625432014,300,"tm13","2015-07-05 23:58:00","Foraging",0.805587033999698
271,0,1.72436646376001,0.381748625432014,NA,"tm13","2015-07-06 00:03:00","Foraging",0.71512711349762
271,0.7979875741636,0.353444629655415,0.387959825627245,300,"tm13","2015-07-06 00:03:00","Foraging",0.71512711349762
272,0.7979875741636,0.353444629655415,0.387959825627245,NA,"tm13","2015-07-06 00:08:00","Foraging",0.71512711349762
